student_id,course_id
1,CS4029
1,CS2662
1,CS1717
1,IT2319
2,DS4146
2,CY2727
2,CY1166
3,MA1752
3,MA4033
4,DS2970
4,DS3598
4,DS1078
4,DS2975
5,DS2975
5,DS2970
5,DS1700
6,MA1752
6,MA1413
6,CS1717
7,CS4029
7,CS2662
7,CS1717
7,IT2319
8,MA4033
8,MA1752
8,MA1413
9,IT2234
9,IT3877
9,IT1337
9,IT2319
10,CS4029
10,CS1717
11,DS2970
11,DS4146
12,DS1700
12,IT2319
12,SE1577
12,MA4033
13,IT3349
13,IT1337
13,DS1078
13,DS4146
13,DS1700
14,IT2319
14,PH1378
15,MA1413
15,IT2319
15,DS2975
15,IT3349
16,DS1078
16,CY4425
16,DS1700
16,DS4146
16,IT1337
17,DS1700
17,DS3598
18,CS4029
18,CS2662
18,CS1717
18,IT1337
18,DS2975
19,DS3598
19,PH3652
19,PH3710
19,CY1166
19,CS2662
19,DS2970
20,DS3598
20,DS2970
20,DS1078
20,DS4146
20,DS1700
21,DS1700
21,DS1078
21,DS4146
21,DS3598
21,DS2975
22,SE2852
22,SE1577
22,IT3349
22,PH3508
23,IT3349
23,IT1337
23,IT1560
23,IT3877
23,IT2234
23,IT2319
24,IT2319
24,SE1577
24,PH3710
24,IT1560
25,DS4146
25,DS1700
25,SE2852
26,MA4033
26,MA1752
26,MA1413
26,PH3335
26,MA4033
26,IT2234
27,SE2852
27,SE1577
27,PH3514
27,MA4033
27,DS1700
28,DS1078
28,DS3598
28,PH3514
28,SE2852
28,DS2975
29,DS1078
29,DS2970
29,DS1700
29,DS2975
30,DS2975
30,DS1078
30,DS2970
30,DS4146
30,DS1700
31,DS1700
31,DS2975
31,DS2970
31,DS3598
31,DS1078
31,DS4146
32,IT2319
32,IT1560
32,IT3349
32,IT2234
32,IT3877
33,CS4029
33,CS2662
33,CS1717
33,MA1413
33,SE2852
33,IT3877
34,DS1078
34,DS2970
34,DS3598
34,DS1700
34,DS4146
34,DS2975
35,CY2727
35,PH3641
35,IT2234
36,CS4029
36,CS2662
36,CS1717
36,MA1413
36,PH3710
36,MA4033
37,PH1378
37,DS3598
37,CY4425
37,DS2975
37,MA1752
38,CS1717
38,DS4146
38,IT1337
38,PH3514
39,IT3349
39,IT2319
40,MA1413
40,MA4033
41,IT1337
41,IT2319
41,IT1560
41,IT3349
41,IT2234
42,PH3710
42,PH3652
43,MA4033
43,MA1752
43,MA1413
43,IT3877
43,PH3335
44,SE1577
44,SE2852
45,CS4029
45,CS1717
45,CS2662
46,CS4029
46,CS2662
46,PH3641
46,DS3598
46,PH3652
47,DS3598
47,DS2970
47,DS4146
48,PH3335
48,DS1700
48,SE1577
48,DS3598
48,DS2970
49,MA4033
49,MA1752
49,MA1413
49,MA4033
50,DS1700
50,DS2970
51,DS1078
51,DS4146
51,IT2234
52,IT3349
52,IT2234
52,IT3877
52,IT1560
52,IT1337
53,SE2852
53,SE1577
53,CS2662
53,PH3508
54,DS3598
54,DS2970
55,DS1078
55,DS2975
55,DS1700
55,DS4146
56,CS4029
56,CS2662
56,CS1717
56,IT1337
56,CY1166
57,DS2975
57,DS3598
57,DS1078
57,DS2970
57,DS4146
58,IT1560
58,IT2234
58,IT3349
58,IT1337
58,IT2319
59,CY2727
59,DS2975
59,PH3514
59,CY1166
59,IT2319
59,DS3598
60,MA4033
60,MA1752
60,MA1413
60,CY4425
61,CY4425
61,DS1078
62,CY4425
62,CY2727
62,CS4029
62,IT1560
62,CS1717
62,DS1078
63,SE2852
63,SE1577
63,SE1577
63,SE2852
63,DS3598
64,DS4146
64,DS2970
64,PH3508
64,CY1166
64,IT1560
64,PH3652
65,SE2852
65,SE1577
65,DS3598
65,IT2319
65,DS1078
65,MA1413
66,SE2852
66,SE1577
66,DS2970
66,MA1752
66,CS1717
67,MA1752
67,PH3652
67,IT2234
67,SE2852
67,DS4146
68,SE2852
68,SE1577
69,CS4029
69,CS2662
69,CS1717
69,CS4029
69,DS1700
69,MA1413
70,DS3598
70,DS4146
70,DS1078
70,DS2975
70,DS2970
70,DS1700
71,DS1700
71,DS3598
71,MA1413
71,PH3335
71,CY4425
72,IT2319
72,IT1337
72,IT1560
72,IT3349
72,IT3877
72,IT2234
73,DS1078
73,DS3598
73,DS4146
73,DS2970
73,DS1700
74,CS4029
74,CS2662
74,CS1717
74,CY1166
75,MA4033
75,MA1752
75,MA1413
75,CS1717
76,DS3598
76,DS2970
76,DS1700
76,DS1078
76,DS4146
77,SE2852
77,SE1577
77,MA1752
77,PH3508
77,DS3598
77,IT1337
78,IT3349
78,IT2319
78,IT1560
79,DS3598
79,DS2975
80,MA4033
80,MA1752
80,MA1413
80,PH3514
81,PH3335
81,DS3598
81,SE1577
81,DS1078
81,SE2852
81,IT3349
82,DS1700
82,DS2970
83,IT1337
83,IT3877
83,IT3349
84,CS2662
84,CS4029
84,MA4033
84,IT2234
85,MA1752
85,MA1413
86,MA4033
86,MA1752
86,MA1413
86,DS1700
86,PH3641
87,CS4029
87,CS2662
87,CS1717
87,DS3598
87,MA1752
87,DS1700
88,SE2852
88,SE1577
88,CS1717
88,IT2234
89,PH1378
89,CS1717
89,DS1078
89,MA4033
89,PH3641
90,SE1577
90,DS4146
90,IT3349
90,PH1378
90,PH3514
91,DS3598
91,DS4146
91,DS2975
91,DS2970
91,DS1700
91,DS1078
92,DS1700
92,SE1577
92,IT3349
92,DS3598
92,PH3641
93,DS1078
93,DS4146
93,MA1752
93,CY4425
94,SE2852
94,SE1577
94,SE1577
94,PH1378
94,PH3641
94,CY2727
95,PH3335
95,CY4425
95,PH3710
