student_id,course_id
1,74
1,14
1,13
1,16
2,79
2,94
2,62
2,84
2,23
2,66
3,33
3,89
3,18
3,19
4,18
4,13
4,76
4,6
4,30
5,6
5,74
5,46
5,86
5,42
5,65
6,24
6,56
6,61
6,93
6,20
6,40
7,42
7,22
7,50
7,13
8,3
8,63
8,43
8,49
9,85
9,37
9,70
9,8
10,18
10,94
10,81
10,41
10,90
11,22
11,52
11,1
11,56
11,72
11,34
12,87
12,75
12,39
12,6
13,1
13,46
13,65
13,94
13,19
14,31
14,71
14,27
14,45
15,5
15,95
15,2
15,39
15,93
15,98
16,82
16,45
16,35
16,27
16,30
17,54
17,68
17,71
17,76
17,23
17,46
18,54
18,68
18,86
18,80
18,53
18,42
19,3
19,44
19,86
19,36
19,21
19,77
20,2
20,53
20,11
20,6
20,30
20,25
21,25
21,56
21,92
21,2
21,52
22,76
22,7
22,42
22,80
22,3
22,87
23,14
23,52
23,90
23,68
23,19
23,86
24,62
24,57
24,100
24,6
24,20
24,43
25,92
25,64
25,90
25,15
25,51
26,20
26,10
26,50
26,78
27,75
27,74
27,50
27,3
27,26
28,100
28,31
28,96
28,60
29,71
29,17
29,96
29,67
29,2
29,33
30,59
30,46
30,61
30,43
30,48
30,12
31,100
31,63
31,1
31,81
32,51
32,29
32,23
32,22
32,97
32,24
33,38
33,54
33,30
33,1
34,84
34,69
34,4
34,92
34,67
34,52
35,80
35,88
35,33
35,46
35,67
36,75
36,41
36,52
36,83
36,18
37,93
37,65
37,55
37,68
37,14
37,2
38,32
38,38
38,20
38,93
39,2
39,23
39,56
39,76
39,36
39,67
40,43
40,44
40,47
40,74
40,20
41,40
41,6
41,85
41,79
42,7
42,61
42,27
42,97
42,13
42,29
43,28
43,93
43,43
43,44
43,65
43,82
44,79
44,66
44,68
44,60
45,5
45,85
45,88
45,78
45,17
45,62
46,35
46,78
46,9
46,4
46,2
46,53
47,48
47,47
47,91
47,40
48,63
48,59
48,96
48,45
48,25
49,72
49,48
49,2
49,31
50,87
50,99
50,70
50,64
50,92
50,11
51,25
51,39
51,16
51,97
51,33
51,70
52,40
52,95
52,51
52,53
53,25
53,67
53,16
53,75
53,90
53,82
54,98
54,53
54,54
54,68
55,91
55,4
55,10
55,17
56,8
56,55
56,39
56,92
57,81
57,92
57,51
57,33
57,23
58,83
58,42
58,18
58,73
59,52
59,91
59,46
59,57
60,68
60,39
60,64
60,55
60,81
61,73
61,26
61,9
61,23
62,18
62,44
62,49
62,46
62,75
63,96
63,95
63,63
63,14
64,79
64,62
64,99
64,46
65,31
65,23
65,45
65,84
66,73
66,22
66,88
66,43
67,76
67,67
67,12
67,81
67,43
68,82
68,75
68,21
68,59
68,91
68,94
69,31
69,23
69,5
69,38
69,57
70,76
70,49
70,70
70,90
71,96
71,69
71,49
71,56
71,18
72,61
72,63
72,99
72,83
73,62
73,24
73,45
73,63
73,5
73,95
74,53
74,31
74,87
74,71
74,70
74,59
75,19
75,50
75,62
75,90
75,32
76,72
76,33
76,23
76,51
77,86
77,60
77,14
77,33
77,27
78,35
78,16
78,44
78,60
78,47
78,14
79,93
79,62
79,54
79,22
79,30
80,20
80,67
80,10
80,78
80,80
81,57
81,49
81,19
81,12
81,92
82,42
