student_id,course_id
1,26
1,37
1,100
1,49
2,54
2,47
2,69
3,64
3,90
3,13
3,67
4,83
4,78
4,68
4,52
4,19
5,35
5,50
5,43
5,76
5,3
5,6
6,11
6,6
6,24
6,30
6,73
7,57
7,52
7,93
7,25
8,60
8,3
8,80
8,91
9,31
9,11
9,64
10,14
10,19
10,91
10,53
10,69
11,60
11,65
11,56
11,67
12,39
12,90
12,60
12,71
13,50
13,2
13,96
13,58
13,15
13,62
14,66
14,48
14,65
14,98
15,32
15,3
15,13
15,52
15,67
15,16
16,2
16,34
16,92
16,9
16,73
17,42
17,58
17,27
18,12
18,48
18,46
18,61
19,81
19,63
19,1
19,100
19,59
19,29
20,22
20,96
20,92
20,24
20,23
21,39
21,54
21,30
22,70
22,93
22,54
22,61
23,54
23,22
23,8
23,28
23,90
23,5
24,20
24,11
24,37
24,57
25,17
25,90
25,77
25,40
26,64
26,2
26,71
26,14
26,55
27,94
27,20
27,38
28,58
28,77
28,24
28,37
28,25
29,7
29,39
29,50
29,89
30,18
30,88
30,98
30,19
30,87
31,26
31,63
31,87
31,14
31,78
31,62
32,97
32,63
32,26
33,93
33,65
33,44
33,82
34,34
34,81
34,23
34,69
35,70
35,36
35,6
36,76
36,35
36,82
36,59
36,75
36,51
37,79
37,54
37,42
37,76
37,4
38,70
38,17
38,46
38,90
39,58
39,95
39,45
39,29
40,49
40,73
40,2
41,71
41,90
41,43
41,96
42,49
42,69
42,94
42,13
42,7
43,35
43,96
43,16
44,77
44,52
44,7
45,25
45,89
45,47
45,81
45,17
46,81
46,29
46,16
46,40
46,57
46,6
47,99
47,93
47,22
48,58
48,92
48,76
49,8
49,15
49,85
49,90
49,79
50,80
50,71
50,20
51,83
51,42
51,18
51,73
52,52
52,91
52,46
52,57
53,39
53,56
53,65
53,81
54,26
54,6
54,74
54,41
55,76
55,47
55,40
55,18
55,96
55,50
56,96
56,64
56,14
57,7
57,80
57,47
57,19
57,62
58,85
58,23
58,45
59,90
59,25
59,7
60,33
60,74
60,87
60,38
61,12
61,49
61,37
61,94
61,95
62,19
62,98
62,80
62,88
62,20
63,31
63,23
63,38
64,91
64,94
64,77
64,1
65,52
65,50
65,98
65,57
65,88
66,32
66,61
66,84
66,7
66,62
67,62
67,24
67,45
67,63
67,5
67,95
68,53
68,31
68,87
68,71
68,70
68,59
69,19
69,50
69,62
69,90
69,32
70,51
70,73
70,23
71,15
71,81
71,52
72,73
72,76
72,14
72,84
72,26
72,68
73,99
73,69
73,55
73,22
74,12
74,3
74,29
74,60
74,87
74,52
75,76
75,86
75,77
75,8
75,29
76,76
76,48
76,1
77,42
77,50
77,67
77,46
78,92
78,81
78,68
78,21
78,56
78,53
79,72
79,59
79,96
79,87
80,12
80,62
80,22
80,8
80,77
81,12
81,86
81,84
81,1
82,67
82,34
82,73
82,14
83,59
83,74
83,95
83,65
83,54
84,49
84,18
84,42
84,44
84,35
84,81
85,2
85,39
85,1
85,57
85,74
86,17
86,87
86,4
86,99
86,44
87,78
87,33
87,60
88,51
88,56
88,32
88,4
89,46
89,40
89,25
89,47
89,37
90,92
90,79
90,62
90,37
90,93
91,51
91,74
91,50
91,95
91,11
91,32
92,31
92,24
92,27
93,82
93,18
93,47
93,51
93,64
94,61
94,90
94,32
94,89
94,19
95,79
95,30
95,12
95,57
95,62
95,5
96,4
96,79
96,23
97,87
97,42
97,59
98,77
98,89
98,33
99,73
99,85
99,48
99,21
100,25
100,97
100,99
100,93
100,98
101,7
101,14
101,4
102,92
102,28
102,82
103,15
103,37
103,56
103,79
103,93
103,14
104,11
104,6
104,81
104,85
105,7
105,56
105,41
106,30
106,29
106,35
107,39
107,59
107,90
107,65
107,44
108,61
108,64
108,75
108,8
108,10
109,94
109,98
109,95
109,11
109,35
110,28
110,70
110,62
110,64
110,20
111,46
111,99
111,14
111,74
111,42
111,5
112,35
112,94
112,8
113,42
113,91
113,71
113,77
113,12
113,25
114,22
114,61
114,91
115,76
115,45
115,6
115,80
116,61
116,14
116,42
117,64
117,22
117,25
117,27
117,87
118,49
118,40
118,53
119,55
119,21
119,40
119,29
119,72
119,32
120,98
120,69
120,77
121,26
121,50
121,14
121,80
121,61
121,63
122,95
122,78
122,33
122,12
122,20
122,48
123,23
123,37
123,99
123,88
123,83
124,77
124,37
124,7
125,74
125,88
125,24
126,97
126,67
126,78
127,44
127,95
127,3
127,74
128,67
128,40
128,37
128,30
128,48
129,3
129,60
129,66
129,79
129,81
130,58
130,33
130,96
130,66
131,95
131,43
131,82
132,85
132,53
132,10
132,1
132,77
132,25
133,56
133,29
133,18
133,38
133,60
133,63
134,26
134,79
134,66
135,87
135,50
135,39
136,92
136,61
136,38
136,60
136,75
136,17
137,46
137,45
137,52
137,93
137,42
137,29
138,45
138,4
138,21
138,26
139,75
139,51
139,35
139,1
139,93
140,99
140,36
140,49
140,54
140,18
141,70
141,79
141,30
141,54
141,67
141,92
142,39
142,58
142,40
142,55
142,2
142,26
143,71
143,59
143,28
143,43
144,7
144,52
144,58
144,89
145,71
145,15
145,37
145,14
146,12
146,99
146,31
146,43
147,60
147,57
147,76
147,59
147,71
148,35
148,57
148,82
149,91
149,17
149,54
150,97
150,4
150,70
150,87
150,22
151,65
151,100
151,79
151,58
152,55
152,68
152,84
152,56
152,77
153,68
153,56
153,52
154,69
154,14
154,85
155,96
155,91
155,67
155,81
156,3
156,96
156,69
156,83
156,51
157,38
157,27
157,43
158,91
158,40
158,51
158,13
158,84
158,26
159,96
159,30
159,83
159,47
160,28
160,62
160,91
161,71
161,44
161,37
161,85
161,13
161,64
162,42
162,86
162,38
163,16
163,26
163,8
163,71
163,21
163,66
164,23
164,56
164,100
164,12
165,33
165,34
165,90
166,39
166,41
166,60
166,76
167,86
167,33
167,42
168,85
168,100
168,31
168,9
169,69
169,65
169,19
169,73
169,98
170,100
170,88
170,31
171,50
171,57
171,59
171,85
171,45
172,47
172,100
172,37
172,65
172,93
172,5
173,72
173,90
173,86
173,16
173,43
174,22
174,59
174,85
174,17
174,88
174,18
175,36
175,10
175,39
176,42
176,66
176,29
176,73
176,11
177,95
177,4
177,67
177,43
177,35
177,64
178,16
178,100
178,49
178,32
178,8
178,93
179,76
179,24
179,28
179,29
179,56
179,91
180,92
180,87
180,69
181,78
181,17
181,47
181,7
182,73
182,3
182,9
182,70
183,23
183,12
183,71
183,11
183,5
184,34
184,15
184,23
184,75
185,91
185,84
185,4
186,31
186,76
186,19
186,27
186,18
187,81
187,54
187,59
187,83
187,100
187,89
188,77
188,66
188,34
188,8
189,33
189,86
189,91
189,80
189,51
189,57
190,23
190,57
190,2
190,49
190,19
190,83
191,37
191,39
191,22
191,94
192,12
192,2
192,34
192,40
192,58
193,16
193,61
193,6
193,63
194,24
194,89
194,17
194,10
195,12
195,86
195,36
195,18
195,43
195,64
196,13
196,78
196,83
196,94
196,25
196,62
197,92
197,16
197,10
197,37
198,51
198,77
198,53
198,81
199,10
199,15
199,47
199,34
199,8
199,74
200,45
200,75
200,67
201,97
201,6
201,55
201,98
202,44
202,91
202,58
203,12
203,14
203,63
203,72
203,80
204,16
204,63
204,82
204,90
205,51
205,58
205,53
205,91
205,47
205,25
206,79
206,46
206,19
206,78
206,5
206,66
207,27
207,71
207,57
208,29
208,73
208,6
208,53
209,22
209,54
209,67
209,5
209,40
209,62
210,21
210,94
210,5
211,52
211,34
211,24
