course_id,course_name,department,credits,description,exam_duration_min
CS1725,Front-line Later,CS,4,Blue serious identify candidate accept sea.,90
PH2463,Re-engineered Of,PHY,3,Participant so change whom her simple loss.,180
IT3827,Face-to-face Clear,IT,3,Unit in those road style certain popular same against.,120
MA1208,Customer-focused Exist,Math,3,Possible letter mission minute produce may new student activity.,90
DS4642,Monitored Own,DS,4,Official energy expert account camera yes save difference something determine.,90
IT1683,Programmable Produce,IT,4,Tend behind fast compare remain court me message smile early result.,120
DS4147,Vision-oriented Improve,DS,4,Process parent movement term step site some idea.,180
CS3465,Assimilated Cup,CS,4,First development reach from physical fire vote compare character machine beat.,120
MA4389,Integrated Different,Math,2,Someone quickly plant answer his concern contain especially present discuss.,90
SE4099,Ameliorated Item,SE,4,Door suddenly tax less then admit home.,120
SE3062,Optional Player,SE,4,Act reach everyone your occur discuss western gun hand.,120
IT4023,Decentralized Tree,IT,2,Physical country sister term account read room card campaign this environment.,60
SE2385,Business-focused Future,SE,3,Building always himself big memory fish speak area building could effort special thing.,150
SE3334,Proactive To,SE,4,With hear board thousand meeting consider explain difference Republican.,60
IT4659,Up-sized Every,IT,3,Seat officer article agent each crime science return.,150
CY1338,Multi-channeled Find,CYB,4,Describe officer radio unit music unit study.,150
IT2422,Ergonomic Support,IT,3,Executive cost do already case require sit.,60
IT1069,Face-to-face Plan,IT,2,Be summer appear set outside suggest fund radio white a particular maybe father.,150
DS3136,Self-enabling Back,DS,2,Spend task product become fall president east food.,150
SE4127,Total Bad,SE,4,Republican people fight relationship person number want.,120
DS1154,Universal Capital,DS,4,Than magazine drop professor organization pretty surface seem blue everybody TV rule.,120
PH3196,Decentralized Director,PHY,3,Real yourself bad factor want ability understand feeling within sport miss.,60
CS2660,Quality-focused Cut,CS,3,Image professor herself certainly personal picture.,60
DS4130,Upgradable View,DS,3,Natural place relationship couple short certain ready none daughter lay health point reflect.,150
CS1880,Automated Money,CS,4,Sea point her include room peace.,90
CS1650,Realigned Term,CS,4,They international watch author woman less space.,90
CS1378,Programmable Rock,CS,4,Financial even affect direction give office candidate something easy section finally picture lawyer.,120
IT2629,Open-architected Wind,IT,4,Leader culture how interesting nature line.,90
SE2949,Organized Wish,SE,4,Style still off walk stay Republican well carry reason myself general and add.,150
CY4675,Operative Mr,CYB,3,Seek investment hope wonder prevent floor art floor it present coach.,150
CY2863,Switchable Word,CYB,2,Energy boy series imagine face stock security myself relationship near executive listen.,150
CS1686,Exclusive Lead,CS,3,Game score feeling simply quality successful.,60
CY3795,Inverse Occur,CYB,4,Ok color nor believe statement development west.,120
MA1246,Extended Attorney,Math,3,Different name stand again PM individual law member culture brother.,150
DS2380,Switchable Challenge,DS,2,Travel wall me reach analysis guy else pass.,120
PH3613,Implemented Another,PHY,4,Word election appear Mr group ground.,120
DS2015,Customer-focused Here,DS,4,Sport bad spring section recognize simply side wall economy then sell you player.,120
IT3377,Integrated Drug,IT,3,Term relate record rule some sense admit head floor.,120
DS2812,Grass-roots Nation,DS,3,Wait beautiful senior decision strong south threat now expect.,90
PH4807,Right-sized Mean,PHY,2,Family establish capital style door perhaps of project three wrong fast just which.,120
MA2149,Switchable Type,Math,4,Stay improve detail system past fly position age whole thank win mother purpose.,90
IT4624,Horizontal Free,IT,2,Attack its national story media truth add return from.,150
CY3502,Extended Hold,CYB,3,Serve girl clearly build travel opportunity then high each black base without heavy.,120
IT3996,Up-sized Believe,IT,3,Hope through international development answer quite star speech dark ok.,90
PH1674,Mandatory Reflect,PHY,2,Bad how far learn time half.,150
SE1076,Multi-layered Own,SE,3,Responsibility note support enough hope road kitchen decision people without.,120
CS3922,Open-source Also,CS,4,Crime quickly past speech happy listen lead record prevent business standard interest.,90
CY2921,Expanded Also,CYB,4,Indicate hotel firm leg finally however during group meet boy.,180
MA2235,Diverse While,Math,3,Base institution statement least hope different those.,150
IT4583,Up-sized Hundred,IT,2,Exactly once image child find cut over common.,120
CS2305,Switchable As,CS,4,Base indeed require deal market show know piece attorney say.,150
CS2734,Customizable Movement,CS,2,Record increase wait break western we wall long.,120
IT3896,Multi-channeled Himself,IT,4,Happy executive your already foreign natural.,120
CY4847,Multi-lateral Hair,CYB,3,Into science production guy finally return music.,90
IT4595,Cross-platform Best,IT,3,Physical hotel memory find feeling small.,90
IT3609,Triple-buffered Wish,IT,3,Heavy whole protect he later hospital investment student data heart these product.,120
PH1441,Multi-tiered Collection,PHY,3,Candidate sister if century better perform physical beautiful difference.,120
CY1437,Networked Find,CYB,2,Security from itself lead yourself argue tree simply analysis major.,150
IT3770,Integrated Miss,IT,3,Marriage manager clear skin crime health land avoid.,120
MA3036,Polarized About,Math,3,Least it good soon wrong light brother effort today.,120
DS1532,Function-based Say,DS,4,House water process whole stage effort trip relationship.,150
MA3781,Cross-group More,Math,3,Risk company ready organization beautiful involve Mrs training institution feeling.,180
SE4768,Balanced Very,SE,4,Player ago other turn truth long southern white each mind set make.,120
PH1261,Enhanced Walk,PHY,2,Determine dream break hour individual low.,180
CY4301,Grass-roots Degree,CYB,2,Cover eat word prove mouth foreign out current quality arm.,150
PH2378,Inverse Me,PHY,2,I consumer yes natural painting indicate occur as successful add my travel kid.,60
CY2590,Fundamental Her,CYB,4,Month defense realize shake value area fast environmental use avoid.,120
CS3867,Open-architected Hot,CS,2,Player worry best son however foreign moment create very because speak.,90
MA1987,Distributed Size,Math,2,Fact middle after no accept suddenly.,120
CY1628,Extended Middle,CYB,4,Thus yet quite mission represent growth remain education result apply feel operation.,120
DS4854,Versatile According,DS,3,Least step Mrs out central nothing discover prove series stock rather from.,120
CY2393,Multi-lateral Letter,CYB,3,Town these pay garden same trade dark artist by second follow how.,150
SE1678,Enhanced Guy,SE,4,Record soldier knowledge military stop happy policy interesting its.,120
CY3758,Networked Model,CYB,4,Grow catch true in store pay.,120
CY1866,Exclusive Thus,CYB,4,Direction become leave culture unit yes nice goal nearly economic number.,150
MA4101,Integrated Political,Math,3,Language rule plan art boy quality success drug daughter yet.,180
MA1281,Compatible Ago,Math,3,Child concern risk if buy draw spring dream when because someone.,150
DS3073,Virtual Window,DS,2,Threat follow financial can attention policy.,90
SE2611,Assimilated Cost,SE,3,Able mean most late card project memory almost work have finally.,90
DS4826,Ameliorated Cause,DS,4,Thing do budget successful like police reduce local address whether.,90
CY3084,Organized Strong,CYB,2,History near job fill direction travel worker only difficult hair pretty manage audience.,120
CS4700,Assimilated Up,CS,4,Vote guy practice stuff deal hope imagine.,90
IT1993,Devolved Pass,IT,2,Admit recent bad drug clear attorney couple.,180
DS2893,Multi-layered Off,DS,2,Three market interview executive director world my in.,120
SE4254,Phased Bring,SE,3,Culture agreement right even campaign hundred.,120
MA1640,Cross-platform Most,Math,2,Rest gas money across carry throughout never sport treat pick process moment.,90
SE4710,Integrated Contain,SE,4,Same once authority assume fine east help nearly month do win sea wish.,120
MA4090,Cross-group Continue,Math,3,Her understand lot usually human campaign debate yeah science decade.,120
CS3706,Pre-emptive We,CS,3,Drive measure laugh management suggest support.,150
SE1972,Self-enabling Security,SE,3,Discussion professional admit million cold public air enter same.,60
MA4271,Secured Receive,Math,2,Sit effect newspaper happen mention wear pick commercial another entire.,150
DS4370,User-centric Onto,DS,4,And simply rather lay song possible enough memory memory according build set.,90
MA2170,Up-sized Before,Math,4,State travel agreement resource happen resource detail of process risk need.,90
MA3347,Exclusive Bring,Math,2,Short later several interest across ahead serious edge look operation.,180
SE1242,Optional Key,SE,2,Own in wish factor step moment pick three feel.,90
SE2575,Progressive Per,SE,2,Radio democratic shake population across room describe today.,90
CY1602,Synchronized So,CYB,2,Edge so piece very read many American sit.,120
CY3224,Re-contextualized Bag,CYB,3,Present sound never general rate reflect economy skin one have control.,120
CS3194,Sharable Turn,CS,4,Oil expert according large for common practice of best.,60
MA3130,Front-line Rise,Math,3,Get threat home minute space role.,60
DS3707,De-engineered Foot,DS,2,Assume value suffer his run artist billion material necessary laugh.,60
CS4698,Cross-group Quite,CS,2,Who side response air husband create can toward such.,120
MA1786,Monitored Make,Math,3,Design under Congress should traditional same point manage say front discussion.,90
CS1857,Front-line Deal,CS,2,Necessary industry least degree stuff agreement TV tend book put coach focus.,150
SE1861,Balanced Me,SE,3,Bank they lot official medical thought together ready big question at.,150
MA4711,Balanced Color,Math,2,In data city score walk smile truth story open around century detail body.,90
PH1370,Triple-buffered Whether,PHY,2,Or action clearly difficult parent after knowledge year charge make.,120
SE1125,Reverse-engineered So,SE,3,Can couple travel majority firm music require better.,90
PH1641,Distributed Final,PHY,2,Care of try pass seat wrong walk me audience environmental trade.,90
PH4076,Seamless Reduce,PHY,3,Kid strong himself break firm will model order husband practice total.,90
DS3317,Focused Where,DS,2,Seem they born million off not next rather exactly show Republican environmental.,150
IT4677,Integrated Sure,IT,2,Its require animal mention total four new.,120
MA1816,Switchable Every,Math,3,Second let plant defense population article until significant some simple nature city.,120
CS2575,Polarized Lead,CS,2,Federal seven pick type condition manager.,120
CY3221,Mandatory Enjoy,CYB,4,Prove item firm seek important night away wide yourself defense option.,150
SE1292,Cross-platform Avoid,SE,4,Public staff world you customer thought major.,120
PH4673,Vision-oriented Third,PHY,3,Sort white probably style minute over federal expert.,90
PH4217,Down-sized Treat,PHY,2,Which should certainly minute cell life ground ok occur campaign firm writer medical.,180
DS1574,Self-enabling Have,DS,3,Relate represent still clear war bad cold smile finish.,120
CY4370,Versatile Writer,CYB,3,Language along offer heavy writer interview send charge yard pick size the.,120
PH2794,Quality-focused Common,PHY,3,If education despite increase check participant choose yard also industry.,120
CY2344,Exclusive Should,CYB,4,Employee true thing upon inside many two key answer another.,120
CS4783,Realigned If,CS,4,Not trip wear hear respond half.,90
DS1908,Automated Old,DS,3,Do medical more risk work simple laugh effort day behavior.,90
CY4237,Enhanced Economic,CYB,2,Little side successful read west go usually.,120
PH3862,Multi-layered Employee,PHY,2,Pay read responsibility line star ball nice soon trouble measure because.,120
DS1767,Switchable See,DS,4,Operation build piece investment door day million arm possible attack hair bad teach.,150
CS3708,Down-sized Service,CS,3,Seven act any affect tough religious attorney number.,150
IT3515,Fundamental Stuff,IT,2,And pretty time middle sound although area top TV.,180
MA2101,Horizontal After,Math,3,Value yes then unit few suggest open approach so least fall describe.,180
MA2722,Expanded Interest,Math,4,Create world interest top book test every above behavior certainly rate section.,150
CY4356,Quality-focused Arrive,CYB,3,Tough reduce word your can hold class doctor care world yeah.,60
CS1697,Cross-group Difficult,CS,2,Eye than edge meeting material director chair option.,120
SE3888,Diverse Arm,SE,4,Yourself yes body necessary dark open reach myself court operation court.,120
IT4324,Polarized Much,IT,2,Unit cost into marriage though example modern model record top.,120
CY4746,Cross-platform Fall,CYB,4,Former people buy minute move rich degree build man.,90
IT2298,Enterprise-wide Help,IT,3,Seven network citizen several peace region successful floor.,120
IT2066,Organic Gun,IT,2,Simply think line head five south agree.,120
