course_id,course_name,department,credits,description,exam_duration_min
1,Course 001,HIST,2,Wonder happen top population art every why we.,120
2,Course 002,PSYC,2,Begin deep police wife anything four writer skin day stop never only spend do.,150
3,Course 003,CHEM,4,Small other everyone worker would music sometimes body term.,180
4,Course 004,HIST,1,Address so draw food company appear score moment second.,150
5,Course 005,IT,2,Large gun order later develop past road training probably feeling poor all your suggest.,180
6,Course 006,BUS,1,Rather make travel available ball part assume every plan nature foot yes most.,150
7,Course 007,HIST,1,Measure involve soldier boy pressure there necessary tend involve thousand including still human role.,150
8,Course 008,CHEM,4,Interview professor hear check type attack story behavior benefit school speech news.,90
9,Course 009,PSYC,4,What no prove improve them wait institution trouble anything explain fine billion medical choice lot suggest.,150
10,Course 010,CHEM,1,Suddenly happen several off southern suddenly window stand party poor ago upon.,120
11,Course 011,MATH,3,Ahead event several TV go consider century price attorney scientist will.,120
12,Course 012,PSYC,1,Second Democrat information game have return since nothing.,120
13,Course 013,MATH,1,Third choose senior anyone bank kitchen interest parent.,180
14,Course 014,PHYS,2,Event sense box involve exist question main project animal house out account feeling.,180
15,Course 015,CHEM,1,Should share face build market issue can mouth discover next.,120
16,Course 016,HIST,2,Author technology amount affect TV television office of remember individual boy again.,150
17,Course 017,PHYS,4,Commercial way least ready gun join black job hundred bad that second.,150
18,Course 018,BIO,3,Four collection member box member town glass road standard spring.,120
19,Course 019,CS,3,Bill eight community check service away week physical less nor.,90
20,Course 020,IT,2,Large under north play person ten physical character attention kind field ever argue medical financial later.,90
21,Course 021,CS,1,Hard expert popular within bed order his oil.,150
22,Course 022,CS,1,Last special prepare focus little character artist.,120
23,Course 023,HIST,2,Specific study word base position always remain yard.,180
24,Course 024,HIST,1,Mission city health executive impact full our smile positive at behind question exist rich prevent.,120
25,Course 025,HIST,4,Their four old center glass whose recognize hot organization visit finally heavy social spend prove stock.,180
26,Course 026,CS,4,Behavior provide meet adult final week game she court yourself choice fast small medical music.,120
27,Course 027,CS,4,Also from short capital heavy class story side speak close join improve put down know.,150
28,Course 028,MATH,3,Sell six doctor dream whole six tough create question now key.,90
29,Course 029,CHEM,3,Sing me industry class current painting their appear lose he various.,120
30,Course 030,PHYS,3,Surface expect several evening town challenge join watch develop later glass ago apply maybe dog.,150
31,Course 031,BIO,2,Heart agreement us stuff practice social case expert.,180
32,Course 032,IT,3,Receive catch relationship large accept bad eight strong nature road month book explain feeling.,150
33,Course 033,PSYC,4,Draw police performance artist student matter movie.,90
34,Course 034,PHYS,4,Middle drop century investment pass drive indicate professor beat window attack moment medical write never hospital.,120
35,Course 035,CS,3,Analysis hit health section ground attack drop price billion old series card good full.,90
36,Course 036,PSYC,1,Store range wonder long consider care respond want already.,90
37,Course 037,BUS,3,Analysis current among value middle writer myself education send course.,120
38,Course 038,CS,2,Television answer pretty event son join hundred keep what fund cost reality.,150
39,Course 039,BIO,3,Under mind song risk bad own state nation fly bag produce fill.,150
40,Course 040,HIST,3,Response coach know language risk treatment past itself police social arm provide image message seek civil.,150
41,Course 041,PSYC,4,Central parent sit alone attack sing hand.,150
42,Course 042,HIST,2,We allow check last he know baby case happen fire everything whether ago.,150
43,Course 043,BIO,4,Material hit no energy employee land you experience trouble.,90
44,Course 044,PHYS,4,Customer career available common require young specific whose worry property remember nearly face feel.,120
45,Course 045,PSYC,2,Republican until point soldier meeting building cut catch so.,120
46,Course 046,IT,2,Guess occur level work candidate this assume.,150
47,Course 047,MATH,3,Yourself rest moment shoulder statement available win politics last quite general there sister.,90
48,Course 048,ECON,4,Consider whom item treat area buy check clearly follow remember generation wait thus suffer economy play.,120
49,Course 049,ECON,3,Ever person pass behavior political option oil commercial person top front under American tell ball.,120
50,Course 050,IT,4,Enough decision occur peace air threat nation politics few each southern image law read citizen.,90
51,Course 051,CHEM,2,Machine daughter parent fine responsibility safe team wish candidate have no five letter.,120
52,Course 052,PHYS,3,Last cell anything war ten industry while total spend value return.,150
53,Course 053,CHEM,2,Several marriage method material final age war measure whom Democrat.,120
54,Course 054,BUS,4,Any example our successful pull experience account blue care enough hand idea.,120
55,Course 055,CS,2,Hundred now crime network available mean share.,150
56,Course 056,BUS,3,Stay perhaps particularly campaign benefit health would newspaper hand certain own.,120
57,Course 057,BIO,1,Matter and case four listen lead paper middle foreign party class wrong school.,150
58,Course 058,PSYC,4,Order medical meeting majority none little admit former body indicate film.,120
59,Course 059,BIO,2,Ago listen whose situation simply officer return on color pick people subject challenge quite all way.,120
60,Course 060,PHYS,2,Course kid industry include data maybe particularly likely.,120
61,Course 061,PSYC,3,Relationship million night your long heavy what least.,120
62,Course 062,ECON,2,Garden great sign return poor really particular court east newspaper different win father eye debate.,150
63,Course 063,IT,4,First give value somebody event business quality here woman stand west source fact explain.,90
64,Course 064,PSYC,3,Get kind either look dark Mrs usually receive.,90
65,Course 065,PSYC,3,Body scientist dream anything toward difficult do beyond form.,120
66,Course 066,PHYS,1,Beyond side accept nearly upon imagine various there local current white fly position traditional.,150
67,Course 067,BUS,1,Present discussion school sure also TV individual study.,150
68,Course 068,ECON,2,Young however many view while unit theory.,180
69,Course 069,PHYS,4,Fear owner up friend lawyer political modern.,120
70,Course 070,CS,4,Surface life cover both class learn either control say.,120
71,Course 071,ECON,3,Nothing serious compare task today still middle beautiful protect continue cell.,90
72,Course 072,MATH,3,Very according himself land environment form old of end growth door property.,120
73,Course 073,PSYC,2,Fill if maybe time region financial brother trouble far pass despite card check security.,180
74,Course 074,CHEM,1,Health reduce tree serious soon stay seven quite other skin moment month gun true born stock.,150
75,Course 075,BIO,1,Dark Mr clearly take kind quite response major together knowledge argue car indeed nor.,120
76,Course 076,IT,2,Left southern rich how staff second official and general as yes various attorney value all.,120
77,Course 077,PSYC,2,Conference career political role white hear through large true help bag who themselves.,180
78,Course 078,IT,1,President girl condition Mr more road development about age.,120
79,Course 079,BIO,2,Leg rest interest here discover leave choice country themselves she allow.,90
80,Course 080,HIST,1,Past view threat drive attack order land public the each analysis keep music.,120
81,Course 081,BUS,3,Cell year doctor trouble office officer significant stand.,90
82,Course 082,BUS,4,Few century produce determine feel article we they treatment personal.,120
83,Course 083,BUS,3,New another general poor high modern recent impact feel contain Mrs drive different.,90
84,Course 084,CHEM,2,South trip none whose newspaper care drug data position.,120
85,Course 085,MATH,2,Suggest begin right couple environmental purpose owner them could seven right next look thank.,120
86,Course 086,HIST,2,Field training deep couple scientist section senior trial receive region however dream.,120
87,Course 087,HIST,1,Simply herself move grow end mention market better wonder light style trial.,120
88,Course 088,BUS,3,Fine animal ten scientist administration network once result far cultural discover now.,180
89,Course 089,ECON,3,Material pressure range either start whom politics make collection some.,150
90,Course 090,IT,1,Cause national contain threat wrong whatever model stuff avoid.,120
91,Course 091,CHEM,2,Share include successful discuss religious across media.,120
92,Course 092,BIO,2,Art point value tree process administration mother in admit reveal movie expert.,150
93,Course 093,HIST,1,Spend purpose south travel blood benefit chance court money spring environment however health image.,120
94,Course 094,PHYS,3,During recently feel stock ball yard practice all if help live PM reflect bar suddenly.,120
95,Course 095,PHYS,3,Not teach believe month amount deep test thought little another avoid understand.,180
96,Course 096,CS,3,Nor allow up fire which onto sell require huge baby class drive strong home to.,120
97,Course 097,HIST,3,Himself science so ready bad seat generation best discussion away painting pass.,150
98,Course 098,PSYC,4,However similar ahead event yeah make green wait it quickly produce beat peace something require bank.,120
99,Course 099,CS,4,Here six child hope guess before wall know seven.,120
100,Course 100,BIO,3,Car cost large never impact ago government behavior.,120
