course_id,course_name,department,credits,description,exam_duration_min
CY4651,Cross-platform Effect,CYB,3,Buy program explain conference trade population agreement share manage wife out gun.,90
CS3670,Configurable Actually,CS,2,Not than physical live reason build mention offer suddenly clear around floor.,150
SE1688,Team-oriented Discover,SE,2,Group apply guess player western any factor.,60
DS1517,De-engineered Edge,DS,3,Message short consumer behind sell myself.,90
PH4483,Stand-alone Media,PHY,3,Step rate feeling rate read benefit oil statement actually million.,120
CS2100,Synchronized Score,CS,4,Single include TV clear design me story somebody next ready.,60
DS4062,Persevering Past,DS,2,Suffer Republican reduce sort individual trouble bring capital admit give reality catch.,60
IT1554,Assimilated Sport,IT,4,Threat our shake garden report agreement sport develop task central dinner.,60
PH2121,Devolved Crime,PHY,2,Decide wonder interesting several born affect machine.,120
MA2133,Multi-layered Score,Math,2,Amount blue soldier message arrive budget education at property senior site.,150
DS2124,Sharable Avoid,DS,4,Day top continue goal before suffer walk we girl civil may rock drop.,60
SE3698,Networked Nice,SE,4,Attention standard shake more respond who commercial senior above rise under turn surface.,120
IT4656,Automated Soldier,IT,3,Hand operation keep whatever Congress great here Democrat dinner both world buy.,150
CY4640,Future-proofed Occur,CYB,2,Mind many guess explain reveal bank management.,90
MA3965,Re-engineered Reveal,Math,2,Exist outside find wish know network fact talk country attorney.,90
SE1809,Configurable Simply,SE,3,Voice happen actually purpose public how mission put budget house reason within.,150
SE4841,Centralized Himself,SE,3,Ask window full organization wrong but study rise.,150
PH3167,Business-focused History,PHY,4,Share she order series song wall green project wear.,120
PH3183,Persistent History,PHY,2,Memory challenge lawyer business majority discuss wall ahead scene store marriage ago.,150
DS3804,Multi-lateral Operation,DS,2,Him quickly check perform benefit baby seem should.,60
SE4075,Triple-buffered Security,SE,4,Dark product make energy gas teacher national weight all involve trip.,120
MA4810,Vision-oriented Good,Math,2,Late table kind along computer process single those clearly issue.,150
MA3328,Front-line Range,Math,2,Resource maintain body push process rate occur live take.,90
MA3439,Polarized Partner,Math,3,Argue enjoy opportunity help put short expect article opportunity campaign hand special.,150
CS3981,Total Size,CS,3,Agree through game best generation group goal product easy possible or travel assume.,120
DS2020,Virtual Head,DS,3,Boy college Mrs also price institution method inside after.,150
MA2230,Future-proofed Land,Math,4,Onto worry help hope occur space beyond push from me share fund.,120
CY3501,Grass-roots Hotel,CYB,4,Federal wide cut player wind away sure degree enter father of source person.,120
DS1256,Monitored More,DS,2,Response official option event note most interview.,90
SE2281,Progressive Security,SE,4,Somebody prepare few sound item music customer I person law.,90
