student_id,course_id
1,CS3785
1,CS3650
1,CS2209
2,SE1757
2,PH4004
2,CY2219
3,MA3931
3,MA3669
3,MA2610
3,MA1986
3,MA2857
4,DS4789
4,DS2632
4,DS3938
4,DS2676
5,DS2676
5,DS4789
5,DS3938
5,DS2632
5,DS2033
6,MA3931
6,CY2305
6,CY4111
6,PH1791
7,CS3785
7,CS2299
7,CS2209
8,MA3931
8,MA3669
8,MA2857
9,IT3953
9,IT1597
9,IT1366
9,IT1649
9,MA1986
9,MA3587
10,CS2464
10,CS3785
10,CS3650
11,DS1079
11,DS4308
11,DS3938
11,DS4789
11,DS4757
12,DS4757
12,CY2219
12,PH4219
12,DS4308
12,CS2464
13,PH3621
13,DS2632
13,MA2857
13,PH2321
13,CY3878
13,PH4004
14,CY2305
14,CY3878
14,PH2321
14,CY4111
14,MA3587
14,DS4757
15,MA2610
15,MA2857
15,CS3650
15,PH3621
15,DS4789
16,SE3035
16,CS2209
16,IT3953
17,DS4308
17,DS2676
17,DS1079
17,DS3938
18,CS2209
18,CS2464
18,CS3785
18,CS2299
18,CS3650
18,PH4004
19,SE2444
19,SE3246
19,CY2759
20,DS4789
20,DS1079
20,DS4757
20,DS3938
20,DS2033
20,DS2676
21,DS2676
21,DS2033
21,DS3938
21,DS4757
21,DS4308
21,DS4441
22,SE3246
22,SE2444
22,SE3035
23,IT3953
23,IT1597
23,IT1366
23,IT1649
23,DS4441
24,MA3931
24,MA2857
24,PH4627
24,MA3587
24,CS2464
24,MA3357
25,IT3953
25,CS2299
25,MA3587
26,MA3357
26,MA2857
26,MA3669
26,MA3587
26,MA3931
26,MA2369
27,SE3899
27,SE3035
27,SE3246
27,SE1503
27,SE2444
28,PH1791
28,DS4789
28,MA3587
28,SE1757
28,DS4441
29,DS4441
29,DS4789
29,DS2033
29,DS2632
29,DS2676
30,DS2676
30,DS2033
30,DS4789
30,DS4757
31,DS4441
31,DS4308
31,DS2676
31,DS4757
31,DS2632
32,IT3953
32,IT1597
32,IT1366
32,IT1649
33,CS2209
33,CS2464
33,CS3785
33,CS2299
33,CS3650
33,PH3621
34,DS2033
34,DS2632
34,DS4757
34,DS2676
35,SE1503
35,DS2632
35,MA2610
35,MA3587
35,DS4576
36,CS3785
36,CS2464
36,CS2209
37,CS2464
37,MA2857
37,DS4441
37,IT1597
37,CS2299
37,PH3857
38,DS2632
38,SE3035
38,IT1649
38,MA2612
39,IT3953
39,IT1597
39,IT1366
39,IT1649
39,CY2305
40,MA2857
40,MA3931
40,MA3587
41,IT1366
41,IT1649
41,IT3953
42,MA2857
42,MA3669
42,CY2305
43,MA3587
43,MA2610
43,MA1986
44,SE3035
44,SE3246
44,SE2444
44,SE3899
44,SE4548
45,CS2209
45,CS2299
45,CS3650
45,CS3785
46,MA3931
46,PH2576
46,PH1791
47,DS2632
47,DS3938
47,DS4576
47,DS4789
48,SE3246
48,CY2219
48,MA2857
48,PH4219
49,MA2369
49,MA2610
49,MA3931
49,MA2612
50,SE1757
50,DS1079
50,DS2632
50,CY2305
50,IT1649
51,SE1503
51,CY1525
51,CY1688
52,IT3953
52,IT1597
52,IT1649
52,IT1366
53,SE2444
53,SE3899
53,SE3246
53,SE1757
53,SE3035
54,DS4789
54,DS4757
54,DS4308
54,DS3938
54,DS2632
54,DS2033
55,DS4757
55,DS4308
55,DS2676
55,DS2033
55,DS4441
55,DS1079
56,CS2209
56,CS3650
56,CS3785
57,DS2033
57,DS4441
57,DS4308
57,DS4576
57,DS1079
57,DS4789
58,IT3953
58,IT1597
58,IT1366
58,IT1649
58,IT1597
58,DS4757
59,DS3938
59,IT1366
59,DS4441
59,MA3587
59,DS1079
59,CY3878
60,MA3357
60,MA1986
60,MA2610
60,MA2612
60,MA3931
61,CY2759
61,MA3931
61,PH2321
61,PH3621
61,CY2305
62,PH1791
62,CS2209
62,DS4441
62,MA2857
62,PH4627
63,SE4548
63,SE1503
63,SE3035
63,SE2444
63,SE3899
64,MA1986
64,MA2612
64,PH2576
65,SE3246
65,SE3899
65,SE4548
65,SE1503
66,SE3035
66,SE1757
66,SE2444
67,IT1649
67,DS4789
67,IT1597
68,SE2444
68,SE3899
68,SE1503
69,CS3650
69,CS2209
69,CS2299
70,DS1079
70,DS3938
70,DS4576
71,PH4004
71,IT1597
71,CY3878
71,SE1503
71,MA3931
72,IT1366
72,IT1597
72,IT1649
73,DS1079
73,DS2676
73,DS4576
73,DS2033
74,CS2209
74,CS2464
74,CS3785
74,CS2299
74,CS3650
74,IT1366
75,MA2369
75,MA3931
75,MA3357
75,MA2610
76,DS4576
76,DS4308
76,DS4789
77,SE3899
77,SE3035
77,SE4548
77,SE3246
77,SE2444
77,SE1503
78,IT3953
78,IT1597
78,IT1366
79,DS1079
79,DS3938
79,DS2033
80,MA3669
80,MA2857
80,MA3357
81,CS2464
81,DS4441
81,SE3035
81,SE3246
82,DS4308
82,DS2676
82,DS1079
82,DS4757
82,DS4441
83,IT3953
83,IT1597
83,IT1366
83,IT1649
83,MA3931
83,MA3357
84,CS3785
84,MA2612
84,CY2219
84,SE3899
85,MA1986
85,MA3669
85,MA2857
86,MA2857
86,MA1986
86,MA3587
86,MA3669
87,CS2209
87,CS3650
87,CS3785
88,SE1503
88,SE3246
88,SE3899
89,SE3035
89,PH4219
89,CY4111
89,CY2219
89,MA2610
90,SE1503
90,MA3357
90,CS2299
91,DS3938
91,DS4789
91,DS4308
91,DS4576
91,DS2676
91,DS1079
92,DS1079
92,CS3650
92,PH4219
92,SE3899
93,PH4627
93,IT1649
93,CY2305
93,SE2444
94,SE1757
94,SE3899
94,SE4548
94,SE3035
94,SE2444
95,IT1597
95,DS1079
95,CY2219
95,MA3931
96,SE3899
96,SE2444
96,SE3035
96,SE1757
97,IT3953
97,IT1597
97,IT1366
97,IT1649
97,CS2464
